NatEmis,Province,name
600100132,NW,LOT-MASHIANE
600100179,NW,MADIBA UTLWA
600100211,NW,MADIDI
600100278,NW,MAKGABETLOANE
600104034,NW,MALEDU-MOLEPE
600100385,NW,MARANG
600100446,NW,MARUATONA DIKOBE
600100454,NW,MERITING
600100660,NW,MMAMOGWAI
600100670,NW,MMAMONWANA
600100679,NW,MMANOTSHE MODUANE
600100695,NW,MMATOPE
600100767,NW,MOILETSWANE
600100783,NW,MOLELWANENG
600101082,NW,MPYATILO
600101104,NW,NTOLO
600100475,NW,OSALETSENG
600104047,NW,OSKRAAL
600101176,NW,PHUTHA
600102388,NW,PHUTHANANG
600101275,NW,PUO-PHAA
600101307,NW,REFENTSE (KLIPGAT)
600101308,NW,REKOPANTSWE HIGH
600101313,NW,RELEBOGILE (GREATER TAUNG)
600101317,NW,RETLHATLOSITSWE
600101320,NW,SEHIBIDU
600101374,NW,SELAMODI (BRITS)
600101410,NW,SHAKUNG (ROSSLYN)
600101434,NW,SJAMBOK
600101440,NW,SOLOMON-LION
600101460,NW,THUTO PELE
600101467,NW,TLAPA LA THUTO
600101490,NW,TLHAKO-A-THAMA-GA
600101634,NW,TLHASEDI
600101662,NW,TLHOAFALO
600101693,NW,TOLAMO
600101789,NW,TSEWE
600101809,NW,TSHENOLO (BRITS)
600101915,NW,TSHEPAGALANG
600101987,NW,TSOGWE
600103616,NW,TUMO
600100430,NW,BAITSHOKI HIGH SCHOOL
600102044,NW,BETHEL HIGH SCHOOL
600102056,NW,BODIBE INTERMEDIATE SCHOOL
600102083,NW,BOPHIRIMA SECONDARY SCHOOL
600102090,NW,CVO SKOOL LICHTENBURG
600102101,NW,EH MOGASE PRIMARY
600104284,NW,GAETSHO HIGH
600105129,NW,GR SETSETSE
600100235,NW,KGOKE LESABE SECONDARY
600100304,NW,KLIPPAN PRIMARY
600100308,NW,PRIMARY SCHOOL BURGERSDORP (LICHTENBURG)
600100341,NW,PRIMARY SCHOOL COLIGNY
600100349,NW,PRIMARY SCHOOL GERDAU
600100353,NW,PRIMARY SCHOOL LICHTENBURG
600100379,NW,LICHTENBURG HIGH
600100443,NW,LICHTENBURG PRIMARY SCHOOL
600101448,NW,LORE PRIMARY
600100530,NW,M.K. RAMPINE
600100544,NW,MOLEKANE PRIMARY
600105127,NW,MORE HIGH
600100581,NW,MOTLHATSWA PRIMARY
600100598,NW,NAGANASENTLE PRIMARY
600100650,NW,NALETSANA PRIMARY
600100667,NW,OPADIATLA PRIMARY
600100710,NW,P PRIMARY PHALADI PRIMARY
600100736,NW,PLATVLEI PRIMARY
600100742,NW,PONELOPELE PRIMARY
600100753,NW,REBONEILWE SECONDARY
600100874,NW,REITUMETSE PRIMARY
600100886,NW,THUTO-MMELEGI PRIMARY
600100885,NW,TLHALEFANG PRIMARY
600100925,NW,TSHEPANG PRIMARY SCHOOL
600104246,NW,TSHOLOFELO PRIMARY
600100932,NW,VLAKPAN PRIMARY SCHOOL
600104250,NW,ZOETMELKVALLEI INTERMEDIATE
600100974,NW,ACADEMY FOR CHRIST
600101022,NW,BAKWENA (BRITS)
600105362,NW,BAPO PRIMARY
600101095,NW,BERSEBA
600101118,NW,BETHANIE
600101190,NW,BOTLHABELO
600101222,NW,CENTRAL (BRITS)
600101223,NW,DE KROON
600101229,NW,EAGLE CHRISTIAN HIGH SCHOOL
600101236,NW,ELANDSKRAAL (MOOINOOI)
600101305,NW,ENNIS THABONG
600101342,NW,GEN. HENDRICK SCHOEMAN
600101478,NW,GLENWOODS
600101536,NW,HARTEBEESPOORT
600104038,NW,IB DAMONS
600101584,NW,ISAAC MOKOENA
600101648,NW,JOHANE MOKOLOBETSI
600101649,NW,KATAKANE
600101692,NW,KGWANYAPE
600101796,NW,KLEINFONTEIN
600101823,NW,KUTLWANO
600105126,NW,PRIMARY SCHOOL PANSDRIFT
600101844,NW,PRIMARY SCHOOL SANDDRIFT
600101924,NW,LEOKENG (BRITS)
600101944,NW,LEROTHODI
600101990,NW,LIGHTHOUSE CHRISTIAN COL.
600102003,NW,LOSPERFONTEIN
600102014,NW,MACHADAM
600103615,NW,MAFALE
600102148,NW,MAJAKANENG
600102162,NW,MALATSE MOTSEPE
600102169,NW,MAMOGALE SEGALE
600102173,NW,MARUOTONA
600102190,NW,MAUMONG
600102210,NW,MICHAEL MODISAKENG
600102225,NW,MMAKAU MOEMISE
600102227,NW,MODIKWE
600102265,NW,MODISAKWANO
600102277,NW,MOGALE
600100056,NW,MOHAJANE
600100109,NW,MOJAGEDI
600100124,NW,MOTHOTLUNG
600100188,NW,MOTLHAKE
600100252,NW,MOUNTAIN COTTAGE
600100340,NW,NKUKIME
600100393,NW,ODI
600105341,NW,OLIENPARK
600103624,NW,POLONIA
600100738,NW,RABBONI CHRISTIAN
600100226,NW,RAKGATLA HIGH
600100242,NW,RANTSOU
600100434,NW,RE-E-LWELE
600100903,NW,ROOIKOPPIES (BRITS)
600100904,NW,SANDRIFT
600100906,NW,SEDUPE
600100927,NW,SEFATANARE
600105316,NW,SEGWAELANE
600101339,NW,SEGWETLHANE
600101376,NW,SEKWATI (GARANKUWA)
600101436,NW,SEROOPHATA
600101483,NW,SKEERPOORT
600101485,NW,SONOP
600101574,NW,ST CHATHERINE
600101591,NW,ST TERESA
600101660,NW,TEBOGO
600101667,NW,THABA MORULA
600104292,NW,THORNHILL
600101817,NW,TLHAPI MORUWE
600104088,NW,TLHOPHANE
600102163,NW,TSHEFOGE
600102228,NW,TSOGO
600102246,NW,VOORWAARTS
600102316,NW,AREAGANENG PRIMARY
600102361,NW,B.M. MOKITIME PRIMARY
600100010,NW,BAKANG SELEBO PRIMARY SCHOOL
600100065,NW,BATLOUNG HIGH SCHOOL
600100077,NW,BODIRI PRIMARY SCHOOL
600100106,NW,BOIKHUTSO PRIMARY SCHOOL
600100108,NW,BOITSHOKO MIDDLE SCHOOL
600100210,NW,C N LEKALAKE MIDDLE SCHOOL
600100505,NW,D PRIMARY KGOTLENG
600100801,NW,DANVILLE PRIMARY
600103619,NW,DANVILLE SECONDARY SCHOOL
600100802,NW,DIHATSHWANE PRIMARY SCHOOL
600105253,NW,DIKAKANYO PRIMARY SCHOOL
600100351,NW,E PRIMARY LEKHELA PRIMARY
600100357,NW,G J PODILE PRIMARY SCHOOL
600100803,NW,GAKOLOGELWANG
600100442,NW,GOODWILL
600100507,NW,IPELENG PRIMARY
600100521,NW,IQRA PRIMARY SCHOOL OF MAFIKENG
600100554,NW,ITEKENG PRIMARY
600100600,NW,J M MOSIANE PRIMARY SCHOOL
600100632,NW,KEBONANG SECONDARY SCHOOL
600100702,NW,KINGS WAY CHRISTIAN SCHOOL
600100728,NW,KOI-KOI PRIMARY SCHOOL
600100782,NW,PRIMARY SCHOOL BUHRMANSDRIF
600100806,NW,LAPOLOGANG HIGH SCHOOL
600100809,NW,LEEPILE MIDDLE SCHOOL
600100863,NW,LELOKWANE PRIMARY SCHOOL
600100868,NW,LETSATSING SCIENCE HIGH SCHOOL
600103620,NW,LOKALENG MIDDLE SCHOOL
600100931,NW,LOKALENG PRIMARY SCHOOL
600100964,NW,LOMANYANENG PRIMARY SCHOOL
600100983,NW,MAANO SECONDARY
600101013,NW,MADIBA HIGH SCHOOL (ROOIGROND)
600101043,NW,MAFEKING SECONDARY
600101059,NW,MAFIKENG PRIMARY SCHOOL
600101117,NW,MAGGIE MILLENIUM SCHOOL
600101174,NW,MAGOKGWANE PRIMARY SCHOOL
600104032,NW,MAILAKGANG PRIMARY SCHOOL
600101211,NW,MASEPHE PRIMARY SCHOOL
600101256,NW,MASUTLHE PRIMARY SCHOOL
600101265,NW,MATLHONYANE PRIMARY SCHOOL
600101284,NW,MELORANE PRIMARY SCHOOL
600101301,NW,MMABATHO HIGH SCHOOL
600103625,NW,MMABATHO LIVING FAITH SCHOOL
600101423,NW,MOCOCE HIGH
600104066,NW,MODIMOLA COMMUNITY PRIMARY
600104074,NW,MODIREDI PRIMARY
600101513,NW,MOGOSANE PRIMARY
600101555,NW,MOKAILA INTERMEDIATE SCHOOL
600100804,NW,MOKGWEETSI PRIMARY SCHOOL
600101665,NW,MOLAPISI PRIMARY SCHOOL
600104059,NW,MOLELWANE HIGH SCHOOL
600101708,NW,MOLEMA MEMORIAL PRIMARY
600101752,NW,MOLETSAMONGWE PRIMARY
600101201,NW,MONAMALADI PUBLIC
600101855,NW,MOSIAMI MILDRED MOGAPI
600101881,NW,MOTUBA HIGH SCHOOL
600101905,NW,NOAH'S ARK INDEPENDENT PRIMARY
600101910,NW,OMEGA PRIMARY SCHOOL
600101921,NW,ONKGOPOTSE TIRO COMPREHENSIVE
600101923,NW,PHAKISANG PRIMARY SCHOOL
600101943,NW,PHERA PRIMARY SCHOOL
600104033,NW,RANKUDU PRIMARY SCHOOL
600102004,NW,REALEBOGA PRIMARY SCHOOL
600100811,NW,REDIBONE MIDDLE SCHOOL
600102019,NW,REKOPANE PRIMARY
600102027,NW,S.C KGOBOKOE SECONDARY
600102063,NW,SAANE MIDDLE SCHOOL
600102071,NW,SEBOPIWA MOLEMA MIDDLE
600102104,NW,SEJANKABO HIGH SCHOOL
600102166,NW,SELERI PRIMARY SCHOOL
600102179,NW,SESHUPO PRIMARY SCHOOL
600102221,NW,SETLOPO SCIENCE AND COM
600102264,NW,SETUMO HIGH SCHOOL
600100813,NW,SIGNAL HILL
600100030,NW,SLURRY COMBINED SCHOOL
600100119,NW,SOL PLAATJE SCHOOL
600100059,NW,SOL PLAATJIE SECONDARY SCHOOL
600100097,NW,ST MICHAEL'S SCHOOL
600100125,NW,ST. MARY'S HIGH SCHOOL
600100141,NW,ST. MARYS PRIMARY SCHOOL
600100161,NW,TETLANO MIDDLE SCHOOL
600100228,NW,THE INTERNATIONAL SCHOOL OF SA
600103259,NW,THUTO BOTSHELO PRIMARY
600104005,NW,THUTO-BOSWA PRIMARY SCHOOL
600100255,NW,THUTONG
600100273,NW,TIEGO TAWANA MIDDLE SCHOOL
600104012,NW,TLALE PRIMARY SCHOOL
600100359,NW,AGISANANG PUBLIC SCHOOL
600100380,NW,Atlarelang
600100396,NW,BARETSE
600105366,NW,BAVIAANSKRANS PRIMARY
600100551,NW,BOINEELO PUBLIC
600104254,NW,BOPHEPA PUBLIC
600100562,NW,BOSCHPOORT MIDDLE SCHOOL
600100589,NW,Boskuil Primary School
600103608,NW,DIAMANTRIF
600100724,NW,DIATLENG PRIMARY SCHOOL
600100747,NW,DOORNBULT INTERMEDIATE SCHOOL
600100939,NW,GATELAPELE
600100816,NW,GONTSE
600100828,NW,Greylingsrus
600100856,NW,HALLOWAYRUST
600100898,NW,HIGH SCHOOL Wolmaransstad
600103260,NW,JATHOLIMA PRIMARY
600100918,NW,Koketso Primary Schools
600100921,NW,PRIMARY SCHOOL OTTOSDAL
600104001,NW,PRIMARY SCHOOL SANNIESHOF
600100967,NW,PRIMARY SCHOOL WOLMARANSSTAD
600100984,NW,LERETLETSE-LESEDI SECONDARY SCHOOL
600104055,NW,Leruntse Lesedi
600104100,NW,LETSOPA PUBLIC SCHOOL
600100992,NW,Mahlomabedi
600101007,NW,MAITEMOGELO
600101127,NW,Makwassie
600101136,NW,MAMORATWA COMBINED SCHOOL
600101156,NW,NALEDI PRIMARY SCHOOL
600101182,NW,Ntlatseng Combined School
600101207,NW,PALMIETKUIL PRIMARY SCHOOL
600104098,NW,Phakedi
600101251,NW,Phogole (MAKWASSIE)
600101259,NW,RAGOGANG
600101262,NW,RAMOGOPA PRIMARY FARM
600101298,NW,REABONA SECONDARY SCHOOL
600101310,NW,REALEKA SECONDARY
600101325,NW,Samuel Phiri
600104105,NW,SANNIESHOF HIGH
600105254,NW,Sentlhaga
600101343,NW,SKIETPAN OPENBARE SKOOL
600101347,NW,Syfergat
600101354,NW,Thakadu
600105352,NW,Thusang
600101459,NW,Tiragalo
600104094,NW,TIRISANO HIGH
600101569,NW,TLHOAFALO SECONDARY SCHOOL
600104266,NW,TUMISANG PUBLIC SCHOOL
600101621,NW,UITSCHOT PRIMARY
600101635,NW,VERDIEND
600101748,NW,ZOOIHUIS
600101780,NW,ABONTLE PRIMARY
600101786,NW,AKOFANG
600101822,NW,AL HUDA PRIVATE SCHOOL
600101871,NW,ALABAMA SECONDARY SCHOOL
600101874,NW,ALABAMA PRIMARY
600101898,NW,ARE IPELENG PRIMARY
600101930,NW,ARE-BOKENG PRIMARY SCHOOL
600101951,NW,ARE-FADIMEHENG SECONDARY
600101975,NW,ARE-FENYENG PRIMARY SCHOOL
600104248,NW,ARE-ITSHOKENG
600101982,NW,ATAMELA PRIMARY SCHOOL
600101996,NW,BAKANG PRIMARY
600102006,NW,BATHABILE PRIMARY SCHOOL
600102012,NW,BOITUMELO PRIMARY
600104106,NW,BORAKANELO SECONDARY
600104099,NW,BOSWORTH
600102028,NW,CHRIS HANI SECONDARY SCHOOL (JOUBERTON)
600102022,NW,COCEKANI COMPREHENSIVE
600102068,NW,DIPHETOGO PRIMARY (JOUBERTON)
600104079,NW,DIRANG KA NATLA SECONDARY
600105168,NW,DRIEFONTEINE PRIMARY SCHOOL 
600105067,NW,EDISANG
600102131,NW,EDUCATORS HIGH SCHOOL
600102135,NW,Gaenthone Secondary School
600102144,NW,GOUDKOP PRIMARY
600100014,NW,GOUE AREND PRIMARY SCHOOL
600100034,NW,HATA-BUTLE PUBLIC SCHOOL
600100281,NW,HIGH SCHOOL KLERKSDORP
600100103,NW,HIGH SCHOOL ORKNEY
600100143,NW,HIGH SCHOOL SCHOONSPRUIT
600100187,NW,HIGH SCHOOL STILFONTEIN
600100199,NW,INYATELO PRIMARY SCHOOL
600100202,NW,ITERELE PUBLIC SCHOOL
600100269,NW,ITHUSENG
600100270,NW,KABELANO PRIMARY SCHOOL
600100320,NW,KAKATLELA
600100428,NW,KANANA SECONDARY SCHOOL
600104027,NW,KEDIEMETSE PRIMARY
600100473,NW,KHAYALETHU (JOUBERTON)
600100482,NW,KHUMA PRIMARY
600102344,NW,KLERKSDORP CHRISTIAN ACADEMY
600100594,NW,KLERKSDORP PRIMARY SCHOOL
600105170,NW,KLERKSDORP SECONDARY SCHOOL
600101586,NW,KLERKSDORP TEGNIES
600101882,NW,PRIMARY SCHOOL HARTBEESFONTEIN
600102343,NW,PRIMARY SCHOOL LA HOFF
600100866,NW,PRIMARY SCHOOL MEIRINGSPARK
600100871,NW,PRIMARY SCHOOL STILFONTEIN
600100902,NW,PRIMARY SCHOOL UNIE
600101000,NW,LETLHASEDI COMBINED SCHOOL
600105124,NW,LOFDAL CHRISTIAN SCHOOL
600101041,NW,MAHEELO INTERMEDIATE SCHOOL
600101060,NW,MANZIL PARK
600104095,NW,MASEDI PRIMARY
600101534,NW,MATLHALENG SECONDARY SCHOOL
600101599,NW,MATLOSANE SECONDARY
600101618,NW,METHODIST PRIMARY
600101641,NW,MILNER SECONDARY
600101706,NW,MMOKENG SECONDARY SCHOOL
600101731,NW,MOFATLHOSI SECONDARY
600101771,NW,MOKOLOKOTOANE INTERMEDIATE
600104096,NW,NEW VISION SECONDARY
600101878,NW,NKAGISANG INTERMEDIATE FARM SCHOOL
600101883,NW,NKANG-MAHLALE SECONDARY
600101960,NW,NKULULEKWENI PRIMARY
600101772,NW,Nozizwe Primary
600102048,NW,Ntataise Primary
600102082,NW,OVERVAAL PRIVATE SCHOOL
600102114,NW,P A THERON PRIMARY
600102140,NW,PELOKGALE PRIMARY
600105167,NW,PELONOMI INTERMEDIATE
600102172,NW,Phakela
600102276,NW,PHAKELA COMBINED SCHOOL
600102285,NW,PINNACLE PRIMARY
600102307,NW,PRESIDENT
600102362,NW,Prestige Secondary
600100009,NW,REAHOLA PRIMARY
600100018,NW,ROOSHEUWEL PRIMARY
600104089,NW,SEDIKO PRIMARY
600100020,NW,SELANG THUTO PRIMARY
600100019,NW,ST CONRAD'S COLLEGE
600100028,NW,STRATHVAAL PRIMARY
600100025,NW,THEA MERAFE
600100026,NW,THUTO THEBE SECONDARY
600100027,NW,THUTO TSEBO SECONDARY SCHOOL
600100029,NW,TIANG PRIMARY SCHOOL
600100032,NW,TIGANE PRIMARY
600100057,NW,TSAMMA SEC
600100087,NW,TSHEBEDISANO SECONDARY SCHOOL
600100162,NW,TSHEDIMOSETSO SECONDARY
600100190,NW,TUKISANG PRIMARY
600100205,NW,UNITED PRIMARY MINE
600100238,NW,VAAL REEFS PRIMARY
600100241,NW,VUYANIMAWETHU SECONDARY
600100299,NW,WESTERN REEFS PRIMARY SCHOOL
600100303,NW,WESVALIA HIGH SCHOOL
600100328,NW,ZAMUKULUNGA
600100346,NW,ZIMELE-GEQE
600100348,NW,ALFRED MAUBANE
600100389,NW,BADUMEDI
600100465,NW,BAFEDILE
600100466,NW,BALESENG
600100491,NW,BOGOSI
600100733,NW,Boitemogelo
600101582,NW,DIKELEDI MAKAPAN
600101887,NW,DIKGORWANENG
600102035,NW,DIPETLELWANE
600100546,NW,DOOKA
600100563,NW,GASEITSIWE
600100566,NW,GILBERT MOTSEPE
600104068,NW,HENDRICK MAKAPAN
600100614,NW,IKANENG HIGH
600100626,NW,ITHUTENG (MABOPANE)
600100643,NW,KALKBANK
600100705,NW,KAU
600100717,NW,KGAPHAMADI
600100730,NW,KHUBAMELO
600100732,NW,KOSEA MOEKA
600100731,NW,KWA-MOCHA
600100734,NW,LEHABE
600100486,NW,LEKGOLO
600100795,NW,LENTHENG
600101180,NW,LEPONO (SWARTBOOISTAD)
600102034,NW,LETLAPE
600102288,NW,LETLOPI
600100892,NW,LOALANE
600100914,NW,LOBANG
600100998,NW,MAHOBOTLE
600105377,NW,MAKAPANSTAD
600101126,NW,MAKEKENG
600101154,NW,MAKGATLHANONG
600101159,NW,MARAPO-A-THUTLWA
600104029,NW,MASHILO-MATSHO
600101203,NW,MATHIBESTAD
600101241,NW,MATLAISANE
600101280,NW,MMAKAUNYANA
600101328,NW,MMAKUBA
600104291,NW,MMAMARUMO
600101507,NW,MMAMMUDU
600101508,NW,MMAMODIBO
600101515,NW,MMANJAAKGORA
600101526,NW,MMANKALA TECH & COMM
600101527,NW,MMASEMPANE
600104247,NW,MMATLHAME
600100805,NW,MMATSHEKO
600101605,NW,MODIMOKWANE
600101607,NW,MOEMISE
600105376,NW,MOGOGELO
600101620,NW,MOGOTLHWANE
600104104,NW,MOLEBATSI
600101680,NW,MOLOTLEGI MALEBYE
600105375,NW,MOOKANE
600101775,NW,MORATWE
600101857,NW,MOROKWA-DITLOU
600101902,NW,MOSETLHA
600101947,NW,MOTJILE
600102020,NW,MOTLANA
600102037,NW,MOTLHE
600100467,NW,MOTSHEGOA
600102126,NW,MOTSWATEMENG
600102127,NW,MPHEBATHO
600102132,NW,NCHAUPE
600102136,NW,NGOBI
600102202,NW,NKUTLWENG
600102216,NW,NYAKALE
600102217,NW,NYORWE
600102274,NW,PHOLOKGOLO
600102289,NW,RAMAIFALA
600102294,NW,RAMASHITA
600102324,NW,RAMATLA
600102334,NW,RAMOSHIE
600102335,NW,RANTEBENG 11
600102351,NW,RELEBOGILE (WINTERVELDT)
600102358,NW,RESEBONE
600100022,NW,RETHUSITSWE (PRETORIA)
600100045,NW,SEBOANENG
600100046,NW,SEKGOPI
600100067,NW,SEKITLA (TEMBA)
600100133,NW,SEMPAPA
600100150,NW,SENGANA
600100286,NW,SENTENG
600100277,NW,SETUMO-SEPHETHE
600100298,NW,SJ Ramutloa
600100319,NW,SWARISANANG
600100423,NW,T.K MOKONYANE
600100437,NW,THIPE PRIMARY
600100493,NW,THULARE (TEMBA)
600100528,NW,THULWE
600100567,NW,TIISETSO
600100616,NW,TLADISTAD
600100636,NW,TLHAGELE
600100675,NW,TLHALOGANYO
600100711,NW,TLHOLOE
600100766,NW,UTSANE
600100787,NW,BAKGOFA
600100839,NW,BAKUBUNG
600100847,NW,BAPHALANE
600100861,NW,BOJATING
600100865,NW,BORITE PRIMARY
600100889,NW,COMCY PARK
600100894,NW,DIKWEIPI
600100910,NW,DINKWE
600100911,NW,GAOPOTLAKE
600101303,NW,GAOTIME
600101020,NW,HOLY FAMILY
600101021,NW,ISANG PRIMARY
600101023,NW,ITUMELENG (PHOKENG)
600101097,NW,J.M. NTSIME
600101129,NW,KGAMANYANE
600101141,NW,KWENA-TLASE
600101147,NW,LEROME
600101212,NW,LESETLHENG
600101214,NW,MACHAMA
600101216,NW,MADIMA
600101220,NW,MAKGOPHANENG
600101221,NW,MAKUKA
600101227,NW,MAMODIMAKWANA
600101228,NW,MANAMAKGOTHA
600101231,NW,MANTSERRE
600101233,NW,MATLAMETLO
600101237,NW,MELOTONG
600101258,NW,MMAMITLWA
600101177,NW,MOCHUDI
600101291,NW,MODIMONG
600101299,NW,MODISE
600101335,NW,MOKGALWANA
600101351,NW,MOKHINE (LEROME)
600101370,NW,MONONONO
600101375,NW,MORONGWA (MOGWASE)
600101384,NW,MPEREBERE
600101398,NW,MPHELA (MOGWASE)
600101425,NW,MPHUPHUTTE
600101433,NW,NKOBONG
600101421,NW,NTHEBE
600101445,NW,OFENTSE
600101457,NW,OKOMELANG
600101466,NW,PHADI (MOGWASE)
600101489,NW,RAMALEBYA
600101499,NW,RAMOKOKA
600101516,NW,RAMONOTWANA
600101546,NW,RAMOROKO
600101548,NW,RANKAE
600101644,NW,RAPHURELE
600101719,NW,RATHEO
600101723,NW,SEBELE
600101724,NW,SEDIBELO
600101740,NW,SEFIKILE
600101750,NW,SEGAKWANA
600101824,NW,TIDIMANE
600101834,NW,TLHAALAPITSE
600101840,NW,TSHAILE
600101897,NW,TSHOMONKANE
600101934,NW,TSHOSE PRIMARY
600101939,NW,TSHWARA-O-DIRE PRIMARY S
600101954,NW,TSWAIDI
600101956,NW,BASADI
600101959,NW,BATLENG
600101983,NW,BATLHALERWA (TUMASKOP)
600101869,NW,BOTMAN
600102042,NW,DITHOTENG
600105128,NW,HERMAN THEBE
600102099,NW,KALAFI
600102109,NW,KEORAPETSE
600102110,NW,KGALATLOWE
600102105,NW,KGOLANE
600102143,NW,KHAYAKHULU
600102158,NW,LANGA LA SEMBO
600102164,NW,LEEMA
600102177,NW,Lekgatle
600102293,NW,MABESKRAAL
600100061,NW,MAGONG
600100063,NW,MAIMANE (MODIMOSANA)
600100075,NW,MAKGOPHE
600100165,NW,MAKOBA
600104039,NW,MAKOSHONG
600105070,NW,MAKWELENG
600100285,NW,MALEFO
600100294,NW,MANTSHO
600100414,NW,MAOLOGANE
600100416,NW,MAPAPUTLE
600100511,NW,MARETLWANA
600101543,NW,MAUD ZIBI
600100582,NW,MODUBYANE
600100599,NW,MODULE
600100673,NW,MOETLO
600100793,NW,MOGOBE
600100867,NW,MOGODITSHANE
600100878,NW,MOLORWE
600100966,NW,MOLOTSI
600100975,NW,MONTSAMAISA
600101031,NW,MONTSANA
600101040,NW,MOTLHABE
600101058,NW,MOTLHAJOE
600101066,NW,MOTSHABAESI
600101077,NW,MOTSISI
600101149,NW,NALEDI YA MASA
600101183,NW,NKOGOLWE
600101219,NW,NONCEBA
600101249,NW,OLEFILE
600101260,NW,RAKOKO
600101266,NW,RAMOTSHODI
600101316,NW,RANTLAKA
600101326,NW,REAGILE
600101361,NW,S.G. NTUANE
600101386,NW,SEDUMEDI
600101464,NW,SEMETSA
600101469,NW,SEOLONG
600101474,NW,SHADRACK ZIBI
600101511,NW,ST. ANNES
600101531,NW,THARI
600101557,NW,THEBENARE
600101559,NW,THOKO-ZIBI PRIMARY SCHOOL
600101615,NW,TLHAGENG
600101721,NW,A.G MALEBE INTERMEDIATE SCHOOL
600101733,NW,BANABAKAE PRIMARY SCHOOL
600101737,NW,BANOGENG MIDDLE SCHOOL
600101738,NW,CURRO PRIMARY SCHOOL
600101746,NW,CURRO SECONDARY SCHOOL
600101755,NW,JAN MASIBI SECONDARY
600101762,NW,KAGISANO PRIMARY SCHOOL
600101895,NW,KANANA PRIMARY SCHOOL (ORKNEY)
600101900,NW,MAKGETLA PRIMARY SCHOOL
600101912,NW,MOJAMORAGO
600101917,NW,NATANJA CHRISTIAN SCHOOL
600102134,NW,RAMAINA A PHETLHU SECONDARY SCHOOL
600102151,NW,REKGONNE SECONDARY SCHOOL
600102213,NW,SETILO SECONDARY SCHOOL
600102248,NW,TABERNACLE OF GLORY PRIMARY SCHOOL
600102249,NW,THABO MPEMPE PRIMARY SCHOOL
600102252,NW,TSHIDI BAROLONG SECONDARY SCHOOL
600102269,NW,TSHOGANYETSO PRIMARY SCHOOL
600100084,NW,BABUSENG PRIMARY SCHOOL
600100091,NW,BORAKALALO PRIMARY SCHOOL
600100093,NW,BOROTHAMADI PRIMARY
600100212,NW,BOSUGAKOBO PRIMARY SCHOOL
600100313,NW,DIKHUDU PRIMARY SCHOOL
600100495,NW,GAREOSENYE PRIMARY SCHOOL
600100615,NW,GOPANE PRIMARY SCHOOL
600100662,NW,HENRYVILLE PRIMARY SCHOOL (ZEERUST)
600100671,NW,HOERSKOOL ZEERUST
600100683,NW,IKAGELENG HIGH SCHOOL
600100704,NW,IKALAFENG PRIMARY SCHOOL
600100815,NW,JANGJO HIGH SCHOOL
600100827,NW,KELERAYAMANG PRIMARY SCHO
600100846,NW,KEOBUSITSE PRIMARY SCHOOL
600100957,NW,KHUNOTSWANE PRIMARY SCHOO
600100994,NW,PRIMARY SCHOOL NIETVERDIEND
600101009,NW,PRIMARY SCHOOL ZEERUST
600101032,NW,LEFOKO PRIMARY SCHOOL
600101036,NW,LEKGOPHUNG PRIMARY SCHOOL
600101039,NW,LEKOLWANE PRIMARY SCHOOL
600101042,NW,LENCOE PRIMARY SCHOOL
600101048,NW,LETLHAKANE  PRIMARY
600101078,NW,LOBATLA PRIMARY SCHOOL
600101081,NW,MAJABE PRIMARY SCHOOL
600101083,NW,MALEBELELE PRIMARY SCHOOL
600101106,NW,MANOANE PRIMARY SCHOOL
600101173,NW,MANOGELO PRIMARY SCHOOL
600101271,NW,MARAMAGE PRIMARY SCHOOL
600101272,NW,MAREKWA PRIMARY SCHOOL
600101279,NW,MARUAPULA SECONDARY
600101288,NW,MASHWELWA PRIMARY SCHOOL
600101290,NW,MATTHEWS MANGOPE COMBINED
600101349,NW,MENWE PRIMARY SCHOOL
600101352,NW,MESEGA PRIMARY SCHOOL
600101363,NW,MHAPHA PUBLIC SCHOOL
600101364,NW,MMAJANE HIGH SCHOOL
600101429,NW,MMAKGAJE SECONDARY
600101430,NW,MMAMOSWANE PRIMARY
600101444,NW,MMASEBUDULE PRIMARY SCHOOL
600101452,NW,MOKGAKALA HIGH SCHOOL
600101484,NW,MOKGOJWA INTERMEDIATE SCH
600101512,NW,MOKGOLA PRIMARY SCHOOL
600101518,NW,MOKUTONG PRIMARY
600101563,NW,MONNAAMERE PRIMARY
600101711,NW,MOREOTSILE PRIMARY
600101743,NW,MOSEKAPHOFU SECONDARY
600101751,NW,MOSHANA PRIMARY SCHOOL
600101774,NW,MOTSAALORE SECONDARY
600101988,NW,MOTSWEDI HIGH
600101904,NW,MPOLOKANG HIGH SCHOOL
600101953,NW,NGOTWANE HIGH SCHOOL
600101965,NW,NR MANDELA COMMERECIAL
600101989,NW,NTEBOGANG COMBINED
600102017,NW,NTLATSANG MIDDLE
600102087,NW,NTSWELETSOKU PRIMARY
600102091,NW,NYETSE PRIMARY
600102100,NW,PEME PRIMARY SCHOOL
600102159,NW,PHAKEDI SECONDARY SCHOOL
600100003,NW,PHATLHOSO SECONDARY
600100069,NW,PITSO TOLO PRIMARY
600100073,NW,R B DITHUPE INTERMEDIATE
600105354,NW,RABOTSILE PRIMARY SCHOOL
600105355,NW,RAMATU HIGH SCHOOL
600105383,NW,RAMOKGETHWA PRIMARY
600100610,NW,RAMOTSHERE SECONDARY
600105420,NW,RATSELA MIDDLE SCHOOL
600105393,NW,REARABILWE SECONDARY
